currency,user_id,id,amount_native,amount_usd,requested_at,finished_at,yearweek,yearmonth,time_to_complete,possible_error,conversion_rate,requested_day_of_week
PEPE,47626266,117160,17.44663822,713.9886349,2020-01-24 21:00:30,2020-01-25 02:00:18,2020-03,2020-01,4.996666666666667,False,40.924138272181125,Friday
UNI,45278512,117159,17.76689831,563.7410352,2020-01-24 20:57:01,2020-01-25 02:00:37,2020-03,2020-01,5.06,False,31.7298509488683,Friday
BTC,46019407,117157,17.44676201,568.0506289,2020-01-24 20:55:38,2020-01-25 14:00:02,2020-03,2020-01,17.073333333333334,False,32.55908624043872,Friday
UNI,46232255,117156,17.61305226,550.4160653,2020-01-24 20:54:38,2020-01-25 02:00:37,2020-03,2020-01,5.099722222222222,False,31.25046455179257,Friday
UNI,43902512,117155,20.77547896,824.3213069,2020-01-24 20:50:39,2020-01-25 02:00:37,2020-03,2020-01,5.166111111111111,False,39.67760784177849,Friday
UNI,44820130,117150,34.09095978,1977.606534,2020-01-24 20:26:22,2020-01-25 02:00:37,2020-03,2020-01,5.570833333333334,False,58.00970541052922,Friday
UNI,47626266,117146,17.57791337,547.3726033,2020-01-24 20:01:06,2020-01-25 02:00:37,2020-03,2020-01,5.991944444444444,False,31.139794114254418,Friday
MATIC,47475707,117143,19.21437182,597.4695294,2020-01-24 19:57:29,2020-01-25 02:00:25,2020-03,2020-01,6.0488888888888885,False,31.09492909771328,Friday
BTC,45716845,117136,17.45992423,3320.545072,2020-01-24 19:41:27,2020-01-25 14:00:02,2020-03,2020-01,18.309722222222224,False,190.18095544163768,Friday
AVAX,46478114,117129,17.91786765,7869.404676,2020-01-24 19:20:30,2020-01-25 02:00:40,2020-03,2020-01,6.669444444444444,False,439.1931467358505,Friday
UNI,43376836,117125,74.00047888,5434.264197,2020-01-24 19:05:02,2020-01-25 02:00:36,2020-03,2020-01,6.926111111111111,False,73.43552743506245,Friday
AVAX,47716600,117124,17.53157176,1858.135592,2020-01-24 19:02:27,2020-01-25 02:00:40,2020-03,2020-01,6.970277777777778,False,105.98796373976684,Friday
BTC,47716600,117123,17.45591189,2481.480236,2020-01-24 19:02:05,2020-01-25 14:00:02,2020-03,2020-01,18.965833333333332,False,142.1570097075003,Friday
AVAX,47626266,117122,17.48571151,1144.490134,2020-01-24 19:01:35,2020-01-25 02:00:40,2020-03,2020-01,6.9847222222222225,False,65.45287753063242,Friday
PEPE,47626266,117120,17.44661597,579.6241213,2020-01-24 19:00:33,2020-01-25 02:00:18,2020-03,2020-01,6.995833333333334,False,33.222724813607506,Friday
MATIC,42715610,117117,17.5478413,794.7196593,2020-01-24 18:46:07,2020-01-25 02:00:20,2020-03,2020-01,7.236944444444444,False,45.288742114393294,Friday
PEPE,44919865,117116,17.4477905,7673.91497,2020-01-24 18:42:42,2020-01-25 02:00:18,2020-03,2020-01,7.293333333333333,False,439.8215905905106,Friday
PEPE,47252881,117109,17.44662183,615.0197347,2020-01-24 18:14:04,2020-01-25 02:00:18,2020-03,2020-01,7.770555555555555,False,35.25150832595309,Friday
SHIB,47626266,117104,26.82271855,1119.298338,2020-01-24 18:00:49,2020-01-25 02:00:22,2020-03,2020-01,7.9925,False,41.729488974561825,Friday
PEPE,47626266,117102,17.44661266,559.5943277,2020-01-24 18:00:26,2020-01-25 02:00:18,2020-03,2020-01,7.997777777777777,False,32.0746690836432,Friday
SUSHI,46791641,117100,17.46360814,639.3326,2020-01-24 17:49:44,2020-01-25 01:00:21,2020-03,2020-01,7.176944444444445,False,36.60942199771552,Friday
PEPE,45088465,117098,17.4466963,1064.808912,2020-01-24 17:48:51,2020-01-25 02:00:17,2020-03,2020-01,8.190555555555557,False,61.03212285525942,Friday
PEPE,42618862,117097,17.44912637,15742.77491,2020-01-24 17:46:35,2020-01-25 02:00:17,2020-03,2020-01,8.228333333333333,False,902.2099202093177,Friday
UNI,43187508,117095,85.61507871,6440.232106,2020-01-24 17:41:35,2020-01-25 02:00:36,2020-03,2020-01,8.316944444444445,False,75.22310559118564,Friday
PEPE,46988881,117094,17.44993865,20649.02539,2020-01-24 17:34:11,2020-01-25 02:00:17,2020-03,2020-01,8.435,False,1183.3293975506326,Friday
UNI,43841793,117089,19.44393087,708.9927841,2020-01-24 17:26:56,2020-01-25 02:00:36,2020-03,2020-01,8.561111111111112,False,36.463449126632284,Friday
UNI,43825945,117088,19.44393087,708.9927841,2020-01-24 17:25:32,2020-01-25 02:00:36,2020-03,2020-01,8.584444444444445,False,36.463449126632284,Friday
SHIB,45578932,117087,17.78724208,557.1911829,2020-01-24 17:24:00,2020-01-25 02:00:22,2020-03,2020-01,8.606111111111112,False,31.3253274675171,Friday
BTC,44809238,117084,17.44993762,1232.136268,2020-01-24 17:09:13,2020-01-25 14:00:02,2020-03,2020-01,20.846944444444443,False,70.60978066694086,Friday
AVAX,47939606,117082,17.45587018,680.1199068,2020-01-24 17:08:31,2020-01-25 02:00:40,2020-03,2020-01,8.869166666666668,False,38.962245925685494,Friday
UNI,47939606,117081,18.77852759,651.3606351,2020-01-24 17:08:22,2020-01-25 02:00:36,2020-03,2020-01,8.870555555555557,False,34.68645941372233,Friday
AVAX,47626266,117079,17.44741198,548.4992534,2020-01-24 17:01:44,2020-01-25 02:00:40,2020-03,2020-01,8.982222222222223,False,31.43728445392049,Friday
UNI,47626266,117078,17.70567574,558.4384039,2020-01-24 17:01:09,2020-01-25 02:00:36,2020-03,2020-01,8.990833333333335,False,31.540078565789887,Friday
UNI,42820738,117075,41.78298848,2643.831299,2020-01-24 16:58:31,2020-01-25 02:00:36,2020-03,2020-01,9.034722222222223,False,63.27530402152795,Friday
PEPE,45556299,117074,17.44665203,797.3884355,2020-01-24 16:56:13,2020-01-25 02:00:17,2020-03,2020-01,9.06777777777778,False,45.70438122620137,Friday
PEPE,42704358,117071,17.44660917,538.5097311,2020-01-24 16:22:31,2020-01-25 02:00:17,2020-03,2020-01,9.629444444444445,False,30.86615432562017,Friday
UNI,42715610,117067,20.79195573,825.7483993,2020-01-24 16:02:34,2020-01-25 02:00:36,2020-03,2020-01,9.967222222222222,False,39.71480172538824,Friday
MATIC,47626266,117066,17.46132777,573.617345,2020-01-24 16:01:50,2020-01-25 02:00:20,2020-03,2020-01,9.975,False,32.850728911092425,Friday
MATIC,47626266,117064,20.04687149,626.4176186,2020-01-24 16:01:39,2020-01-25 02:00:25,2020-03,2020-01,9.979444444444445,False,31.247649734896363,Friday
AVAX,47626266,117063,17.47046232,907.1927209,2020-01-24 16:01:31,2020-01-25 02:00:40,2020-03,2020-01,9.985833333333334,False,51.92723033216216,Friday
UNI,47626266,117062,18.71912598,646.215721,2020-01-24 16:00:58,2020-01-25 02:00:36,2020-03,2020-01,9.99388888888889,False,34.521682352607364,Friday
XRP,47626266,117061,17.60622042,545.9208394,2020-01-24 16:00:45,2020-01-25 02:00:21,2020-03,2020-01,9.993333333333334,False,31.007270520131314,Friday
SUSHI,43582387,117058,17.45690791,598.6045692,2020-01-24 15:53:01,2020-01-25 01:00:21,2020-03,2020-01,9.122222222222222,False,34.29041227038242,Friday
XRP,43109311,117057,25.76878427,1053.274,2020-01-24 15:50:46,2020-01-25 02:00:21,2020-03,2020-01,10.159722222222221,False,40.87402762055099,Friday
BTC,47503119,117056,17.44660875,536.0008841,2020-01-24 15:45:05,2020-01-25 14:00:02,2020-03,2020-01,22.249166666666667,False,30.722353655119367,Friday
PEPE,46296945,117054,17.44996755,20823.59607,2020-01-24 15:37:37,2020-01-25 02:00:17,2020-03,2020-01,10.377777777777778,False,1193.3315067969854,Friday
MATIC,47626266,117048,17.44663172,536.0007987,2020-01-24 15:01:43,2020-01-25 02:00:24,2020-03,2020-01,10.978055555555555,False,30.722308311555285,Friday
UNI,47626266,117045,17.8789228,573.4437403,2020-01-24 15:01:03,2020-01-25 02:00:35,2020-03,2020-01,10.992222222222223,False,32.073729872584934,Friday
SHIB,47626266,117044,17.90521322,564.5302998,2020-01-24 15:00:55,2020-01-25 02:00:22,2020-03,2020-01,10.990833333333333,False,31.528823078712264,Friday
PEPE,47626266,117042,17.44661097,549.4210898,2020-01-24 15:00:31,2020-01-25 02:00:17,2020-03,2020-01,10.99611111111111,False,31.49156536732246,Friday
MATIC,43625614,117041,17.45001538,544.7063001,2020-01-24 14:49:16,2020-01-25 02:00:20,2020-03,2020-01,11.184444444444445,False,31.215233238378957,Friday
PEPE,47142601,117038,17.44661374,566.1602041,2020-01-24 14:47:42,2020-01-25 02:00:17,2020-03,2020-01,11.209722222222222,False,32.451008117521376,Friday
SUSHI,46956290,117035,17.45470692,585.2256105,2020-01-24 14:40:54,2020-01-25 01:00:21,2020-03,2020-01,10.324166666666667,False,33.52824044438324,Friday
AVAX,43799841,117033,17.49346361,1265.122961,2020-01-24 14:36:52,2020-01-25 02:00:39,2020-03,2020-01,11.39638888888889,False,72.31975263473853,Friday
PEPE,43799841,117032,17.44671084,1152.606875,2020-01-24 14:36:08,2020-01-25 02:00:17,2020-03,2020-01,11.4025,False,66.06442243299081,Friday
UNI,43555203,117031,19.21690974,689.3299477,2020-01-24 14:35:48,2020-01-25 02:00:35,2020-03,2020-01,11.413055555555555,False,35.871009284347096,Friday
UNI,43696588,117030,22.42822193,967.4692776,2020-01-24 14:20:55,2020-01-25 02:00:35,2020-03,2020-01,11.661111111111111,False,43.13624506746621,Friday
BTC,43093530,117029,17.44744155,710.1548676,2020-01-24 14:20:29,2020-01-25 14:00:02,2020-03,2020-01,23.659166666666668,False,40.70252165997369,Friday
UNI,47845920,117027,20.77575054,824.3448293,2020-01-24 14:09:03,2020-01-25 02:00:35,2020-03,2020-01,11.858888888888888,False,39.678221381839904,Friday
UNI,43803072,117021,19.1718953,685.4311407,2020-01-24 13:46:35,2020-01-25 02:00:35,2020-03,2020-01,12.233333333333333,False,35.75187168375575,Friday
PEPE,42694717,117020,17.44666501,875.8049662,2020-01-24 13:35:55,2020-01-25 02:00:17,2020-03,2020-01,12.40611111111111,False,50.19899021950671,Friday
BTC,43300707,117017,17.44827319,884.0681341,2020-01-24 13:21:56,2020-01-25 14:00:02,2020-03,2020-01,24.635,False,50.66794429873321,Friday
UNI,44161971,117016,41.12488193,2586.831137,2020-01-24 13:17:46,2020-01-25 02:00:35,2020-03,2020-01,12.713611111111112,False,62.90184957620376,Friday
UNI,46963394,117014,19.11104385,680.1606534,2020-01-24 13:13:52,2020-01-25 02:00:35,2020-03,2020-01,12.778611111111111,False,35.58992688931536,Friday
UNI,46963394,117012,19.11104385,680.1606534,2020-01-24 13:10:44,2020-01-25 02:00:35,2020-03,2020-01,12.830833333333333,False,35.58992688931536,Friday
MATIC,47316502,117011,18.11251793,559.1553223,2020-01-24 13:05:43,2020-01-25 02:00:24,2020-03,2020-01,12.911388888888888,False,30.87120876627891,Friday
UNI,47316502,117010,18.20962563,602.086693,2020-01-24 13:05:25,2020-01-25 02:00:35,2020-03,2020-01,12.919444444444444,False,33.064199409353805,Friday
PEPE,45719360,117009,17.44679955,1688.448543,2020-01-24 13:03:35,2020-01-25 02:00:17,2020-03,2020-01,12.945,False,96.77697838856639,Friday
MATIC,47626266,117008,17.45370536,554.1367862,2020-01-24 13:01:57,2020-01-25 02:00:20,2020-03,2020-01,12.973055555555556,False,31.74894813281069,Friday
MATIC,47626266,117006,18.66954512,578.5245466,2020-01-24 13:01:46,2020-01-25 02:00:24,2020-03,2020-01,12.977222222222222,False,30.987608047303084,Friday
AVAX,47626266,117005,17.45830465,718.003481,2020-01-24 13:01:36,2020-01-25 02:00:39,2020-03,2020-01,12.984166666666667,False,41.12675860539529,Friday
SUSHI,47626266,117003,17.44935936,552.7198499,2020-01-24 13:01:22,2020-01-25 01:00:21,2020-03,2020-01,11.983055555555556,False,31.675652870501718,Friday
UNI,47626266,117000,20.85803161,831.471387,2020-01-24 13:01:03,2020-01-25 02:00:35,2020-03,2020-01,12.992222222222223,False,39.86336786455757,Friday
PEPE,47626266,116997,17.44685408,2017.841201,2020-01-24 13:00:28,2020-01-25 02:00:17,2020-03,2020-01,12.996944444444445,False,115.65644968127113,Friday
SHIB,42787686,116996,25.76878427,1053.7319,2020-01-24 12:56:25,2020-01-25 02:00:22,2020-03,2020-01,13.065833333333334,False,40.89179718217261,Friday
UNI,44001193,116992,21.89163293,920.9940373,2020-01-24 12:50:01,2020-01-25 02:00:34,2020-03,2020-01,13.175833333333333,False,42.0705956583934,Friday
PEPE,47089997,116991,17.44664214,737.6961638,2020-01-24 12:48:00,2020-01-25 02:00:16,2020-03,2020-01,13.204444444444444,False,42.28298820371173,Friday
UNI,47089997,116990,17.77708026,564.6229173,2020-01-24 12:45:43,2020-01-25 02:00:34,2020-03,2020-01,13.2475,False,31.761285264062817,Friday
UNI,47089997,116989,17.44993762,536.2883213,2020-01-24 12:45:24,2020-01-25 02:00:34,2020-03,2020-01,13.252777777777778,False,30.732964952570416,Friday
AVAX,43093530,116988,17.4965418,1313.0236,2020-01-24 12:42:23,2020-01-25 02:00:39,2020-03,2020-01,13.304444444444444,False,75.04474970019504,Friday
XRP,46303554,116987,19.18421938,644.0031053,2020-01-24 12:41:58,2020-01-25 02:00:21,2020-03,2020-01,13.30638888888889,False,33.569419351583754,Friday
UNI,47109080,116986,17.93535601,578.3315543,2020-01-24 12:41:57,2020-01-25 02:00:34,2020-03,2020-01,13.310277777777777,False,32.245334521240984,Friday
PEPE,46640169,116985,17.44662655,643.525149,2020-01-24 12:41:22,2020-01-25 02:00:16,2020-03,2020-01,13.315,False,36.885362746530504,Friday
UNI,46303554,116984,17.78595048,565.3911886,2020-01-24 12:40:59,2020-01-25 02:00:34,2020-03,2020-01,13.32638888888889,False,31.788640659703443,Friday
PEPE,46303554,116983,17.44664859,776.6297703,2020-01-24 12:40:36,2020-01-25 02:00:16,2020-03,2020-01,13.327777777777778,False,44.51455339939303,Friday
BTC,46303554,116982,17.44832874,895.6864952,2020-01-24 12:39:10,2020-01-25 14:00:02,2020-03,2020-01,25.34777777777778,False,51.333655420341415,Friday
UNI,47261619,116981,17.70293176,558.2007406,2020-01-24 12:39:03,2020-01-25 02:00:34,2020-03,2020-01,13.358611111111111,False,31.531542242130865,Friday
PEPE,43590181,116979,17.44664204,737.0680273,2020-01-24 12:38:42,2020-01-25 02:00:16,2020-03,2020-01,13.359444444444444,False,42.246985156806716,Friday
UNI,42661959,116978,21.51680953,888.5296982,2020-01-24 12:38:37,2020-01-25 02:00:34,2020-03,2020-01,13.365833333333333,False,41.29467693438284,Friday
MATIC,43379183,116976,17.73901827,1283.309986,2020-01-24 12:27:14,2020-01-25 02:00:20,2020-03,2020-01,13.551666666666666,False,72.34391252476003,Friday
PEPE,42716428,116975,17.44835093,11059.0056,2020-01-24 12:19:46,2020-01-25 02:00:16,2020-03,2020-01,13.675,False,633.8137996173373,Friday
MATIC,47626266,116969,18.42660217,570.0768147,2020-01-24 12:01:38,2020-01-25 02:00:24,2020-03,2020-01,13.979444444444445,False,30.93770676984231,Friday
AVAX,47626266,116968,17.44849336,565.3269427,2020-01-24 12:01:30,2020-01-25 02:00:39,2020-03,2020-01,13.985833333333334,False,32.39975687505434,Friday
UNI,47626266,116965,18.44989594,622.8970722,2020-01-24 12:01:02,2020-01-25 02:00:34,2020-03,2020-01,13.992222222222223,False,33.761549345627365,Friday
UNI,45716176,116957,18.84967755,657.5231008,2020-01-24 11:56:29,2020-01-25 02:00:34,2020-03,2020-01,14.068055555555556,False,34.882458814262314,Friday
PEPE,47471086,116956,17.44743406,5520.962379,2020-01-24 11:55:31,2020-01-25 02:00:16,2020-03,2020-01,14.079166666666667,False,316.43405901486466,Friday
XRP,43342274,116954,23.44655073,908.9330123,2020-01-24 11:48:35,2020-01-25 02:00:21,2020-03,2020-01,14.196111111111112,False,38.76617173958193,Friday
UNI,46815507,116953,20.88532985,833.835752,2020-01-24 11:48:24,2020-01-25 02:00:34,2020-03,2020-01,14.202777777777778,False,39.924471291029185,Friday
BTC,45838701,116952,17.44997406,1239.756934,2020-01-24 11:47:44,2020-01-25 14:00:01,2020-03,2020-01,26.204722222222223,False,71.0463482488409,Friday
UNI,45685870,116951,18.32844212,612.3776699,2020-01-24 11:46:46,2020-01-25 02:00:34,2020-03,2020-01,14.23,False,33.41133228294255,Friday
SHIB,42624742,116949,17.44771763,536.0689847,2020-01-24 11:36:46,2020-01-25 02:00:22,2020-03,2020-01,14.393333333333333,False,30.724304236691157,Friday
AVAX,43356186,116947,17.48117682,1073.924443,2020-01-24 11:18:55,2020-01-25 02:00:39,2020-03,2020-01,14.695555555555556,False,61.433189198757844,Friday
UNI,43508948,116945,50.73531081,3419.213069,2020-01-24 11:16:40,2020-01-25 02:00:34,2020-03,2020-01,14.731666666666667,False,67.39316295517929,Friday
UNI,43508948,116944,47.4064406,3130.891762,2020-01-24 11:15:05,2020-01-25 02:00:34,2020-03,2020-01,14.758055555555556,False,66.04359497093313,Friday
PEPE,44180873,116939,17.44667045,908.665916,2020-01-24 11:07:31,2020-01-25 02:00:16,2020-03,2020-01,14.879166666666666,False,52.08248293587732,Friday
MATIC,47626266,116938,17.55788922,539.8694994,2020-01-24 11:03:04,2020-01-25 02:00:24,2020-03,2020-01,14.955555555555556,False,30.74797275660223,Friday
AVAX,47626266,116937,17.44772252,553.3317186,2020-01-24 11:02:55,2020-01-25 02:00:39,2020-03,2020-01,14.962222222222222,False,31.71369317489582,Friday
UNI,47626266,116936,17.57821996,547.3991577,2020-01-24 11:02:22,2020-01-25 02:00:34,2020-03,2020-01,14.97,False,31.140761632613003,Friday
PEPE,42715009,116932,17.44665868,837.602041,2020-01-24 11:01:12,2020-01-25 02:00:16,2020-03,2020-01,14.984444444444444,False,48.00930976887776,Friday
DOT,43590357,116931,23.01953432,999.6435755,2020-01-24 10:59:43,2020-01-25 02:00:21,2020-03,2020-01,15.010555555555555,False,43.42588175780264,Friday
BTC,46100145,116929,17.46398908,4170.589878,2020-01-24 10:57:41,2020-01-25 14:00:01,2020-03,2020-01,27.038888888888888,False,238.8108386288569,Friday
SUSHI,43790116,116927,17.44791455,543.93744,2020-01-24 10:55:09,2020-01-25 01:00:21,2020-03,2020-01,14.086666666666666,False,31.174925716265616,Friday
UNI,43790116,116926,21.24301121,864.8153788,2020-01-24 10:54:15,2020-01-25 02:00:33,2020-03,2020-01,15.105,False,40.71058336554915,Friday
BTC,43590251,116925,17.44674647,564.8004383,2020-01-24 10:49:42,2020-01-25 14:00:01,2020-03,2020-01,27.171944444444446,False,32.372823166266826,Friday
PEPE,43790116,116923,17.44689956,2292.510783,2020-01-24 10:49:19,2020-01-25 02:00:16,2020-03,2020-01,15.1825,False,131.3993225625012,Friday
UNI,43590251,116924,17.78835487,565.5994385,2020-01-24 10:49:19,2020-01-25 02:00:33,2020-03,2020-01,15.187222222222223,False,31.796050991420323,Friday
BTC,46241512,116922,17.44694164,605.6136268,2020-01-24 10:44:21,2020-01-25 14:00:01,2020-03,2020-01,27.261111111111113,False,34.711735689625435,Friday
UNI,46332288,116920,17.61305226,550.4160653,2020-01-24 10:29:16,2020-01-25 02:00:33,2020-03,2020-01,15.52138888888889,False,31.25046455179257,Friday
UNI,47543773,116919,29.73013981,1599.905622,2020-01-24 10:12:15,2020-01-25 02:00:33,2020-03,2020-01,15.805,False,53.814264992519725,Friday
SHIB,43262509,116917,73.30254424,4010.860577,2020-01-24 10:02:48,2020-01-25 02:00:22,2020-03,2020-01,15.959444444444445,False,54.716526125860426,Friday
MATIC,47626266,116916,17.44670007,536.233397,2020-01-24 10:01:54,2020-01-25 02:00:20,2020-03,2020-01,15.973888888888888,False,30.735519889062896,Friday
MATIC,47626266,116915,17.44781413,536.0419142,2020-01-24 10:01:43,2020-01-25 02:00:24,2020-03,2020-01,15.978055555555555,False,30.72258279496011,Friday
AVAX,47626266,116914,17.44866259,567.9604829,2020-01-24 10:01:33,2020-01-25 02:00:38,2020-03,2020-01,15.984722222222222,False,32.55037341518104,Friday
SHIB,47626266,116912,17.6482292,548.5430348,2020-01-24 10:00:54,2020-01-25 02:00:22,2020-03,2020-01,15.991111111111111,False,31.082043902738977,Friday
XRP,46440841,116909,22.53011036,851.9706505,2020-01-24 09:59:23,2020-01-25 02:00:21,2020-03,2020-01,16.016111111111112,False,37.81475709114103,Friday
BTC,46480477,116907,17.44993762,1232.136268,2020-01-24 09:46:19,2020-01-25 14:00:01,2020-03,2020-01,28.22833333333333,False,70.60978066694086,Friday
UNI,46868217,116905,17.44662114,536.0010731,2020-01-24 09:43:55,2020-01-25 02:00:33,2020-03,2020-01,16.277222222222225,False,30.722342670186507,Friday
UNI,47695698,116904,17.61711348,550.7678173,2020-01-24 09:40:50,2020-01-25 02:00:33,2020-03,2020-01,16.328611111111112,False,31.26322697105088,Friday
UNI,43163313,116903,17.66532444,554.9434826,2020-01-24 09:40:37,2020-01-25 02:00:33,2020-03,2020-01,16.332222222222224,False,31.414281944543784,Friday
AVAX,45538006,116901,17.4632531,795.0078666,2020-01-24 09:14:41,2020-01-25 02:00:38,2020-03,2020-01,16.765833333333337,False,45.52461457481826,Friday
PEPE,46356310,116900,17.44708459,3410.128915,2020-01-24 09:14:04,2020-01-25 02:00:16,2020-03,2020-01,16.770000000000003,False,195.45551564268538,Friday
PEPE,42888586,116899,17.44662539,636.5340137,2020-01-24 09:14:03,2020-01-25 02:00:16,2020-03,2020-01,16.77027777777778,False,36.48464957955974,Friday
XRP,47609594,116898,27.43321937,1156.728799,2020-01-24 09:10:17,2020-01-25 02:00:21,2020-03,2020-01,16.834444444444447,False,42.165258965739824,Friday
MATIC,47626266,116895,17.45019666,545.1695993,2020-01-24 09:01:58,2020-01-25 02:00:19,2020-03,2020-01,16.972500000000004,False,31.241458759582827,Friday
MATIC,47626266,116893,17.5289417,538.8629218,2020-01-24 09:01:47,2020-01-25 02:00:23,2020-03,2020-01,16.97666666666667,False,30.741326602734947,Friday
AVAX,47626266,116892,17.45023306,592.3990148,2020-01-24 09:01:39,2020-01-25 02:00:38,2020-03,2020-01,16.98305555555556,False,33.94791420625302,Friday
SUSHI,47626266,116891,17.44910189,551.1548023,2020-01-24 09:01:22,2020-01-25 01:00:20,2020-03,2020-01,15.982777777777779,False,31.586428102403612,Friday
UNI,47626266,116889,18.00535762,584.3945584,2020-01-24 09:01:07,2020-01-25 02:00:33,2020-03,2020-01,16.990555555555556,False,32.456703761932836,Friday
PEPE,47626266,116887,17.44783178,7923.236308,2020-01-24 09:00:30,2020-01-25 02:00:15,2020-03,2020-01,16.995833333333337,False,454.110081292863,Friday
UNI,47234612,116886,18.29253022,609.2672556,2020-01-24 08:56:29,2020-01-25 02:00:33,2020-03,2020-01,17.06777777777778,False,33.30688801781299,Friday
UNI,43314359,116883,18.43598901,621.6925595,2020-01-24 08:50:19,2020-01-25 02:00:33,2020-03,2020-01,17.17055555555556,False,33.72168204064253,Friday
PEPE,43243424,116882,17.44667533,938.1360547,2020-01-24 08:38:06,2020-01-25 02:00:15,2020-03,2020-01,17.36916666666667,False,53.77162335833987,Friday
DOT,43498781,116878,22.75972784,978.0287873,2020-01-24 08:33:08,2020-01-25 02:00:21,2020-03,2020-01,17.453611111111112,False,42.97190169300372,Friday
AVAX,43498781,116876,17.48274431,1098.316538,2020-01-24 08:31:44,2020-01-25 02:00:38,2020-03,2020-01,17.48166666666667,False,62.822890875991995,Friday
UNI,46752765,116875,17.72207759,559.8590065,2020-01-24 08:30:55,2020-01-25 02:00:33,2020-03,2020-01,17.49388888888889,False,31.591048152046824,Friday
BTC,43498781,116874,17.44925551,1089.492955,2020-01-24 08:30:33,2020-01-25 14:00:01,2020-03,2020-01,29.49111111111111,False,62.4377902183633,Friday
AVAX,46752765,116873,17.45167588,614.8511055,2020-01-24 08:28:45,2020-01-25 02:00:38,2020-03,2020-01,17.53138888888889,False,35.23163676244026,Friday
MATIC,47717398,116871,17.46467341,582.1677849,2020-01-24 08:27:18,2020-01-25 02:00:19,2020-03,2020-01,17.55027777777778,False,33.334020696124774,Friday
BTC,47717398,116870,17.44664893,544.4031444,2020-01-24 08:26:14,2020-01-25 14:00:01,2020-03,2020-01,29.563055555555554,False,31.20388027433071,Friday
UNI,47717398,116869,17.8374635,569.8528524,2020-01-24 08:25:59,2020-01-25 02:00:33,2020-03,2020-01,17.576111111111114,False,31.946966697367035,Friday
PEPE,47717398,116868,17.44666206,858.0078319,2020-01-24 08:24:47,2020-01-25 02:00:15,2020-03,2020-01,17.591111111111115,False,49.1789104958453,Friday
SUSHI,47626266,116861,17.44660877,536.0001214,2020-01-24 08:01:14,2020-01-25 01:00:20,2020-03,2020-01,16.985000000000003,False,30.72230990366846,Friday
PEPE,45610691,116851,17.44661208,556.1068027,2020-01-24 07:44:32,2020-01-25 02:00:15,2020-03,2020-01,18.261944444444445,False,31.874773173726688,Friday
SHIB,47746467,116850,84.03811949,4678.732789,2020-01-24 07:40:31,2020-01-25 02:00:22,2020-03,2020-01,18.330833333333334,False,55.67393484520723,Friday
XRP,43304963,116849,98.20591259,5555.683618,2020-01-24 07:36:33,2020-01-25 02:00:21,2020-03,2020-01,18.39666666666667,False,56.57178342402286,Friday
