currency,user_id,id,amount_native,amount_usd,requested_at,finished_at
PEPE,45719360,117009,17.44679955,1688.448543,2020-01-24 13:03:35,2020-01-25 02:00:17
MATIC,47626266,117008,17.45370536,554.1367862,2020-01-24 13:01:57,2020-01-25 02:00:20
MATIC,47626266,117006,18.66954512,578.5245466,2020-01-24 13:01:46,2020-01-25 02:00:24
AVAX,47626266,117005,17.45830465,718.003481,2020-01-24 13:01:36,2020-01-25 02:00:39
SUSHI,47626266,117003,17.44935936,552.7198499,2020-01-24 13:01:22,2020-01-25 01:00:21
UNI,47626266,117000,20.85803161,831.471387,2020-01-24 13:01:03,2020-01-25 02:00:35
PEPE,47626266,116997,17.44685408,2017.841201,2020-01-24 13:00:28,2020-01-25 02:00:17
SHIB,42787686,116996,25.76878427,1053.7319,2020-01-24 12:56:25,2020-01-25 02:00:22
UNI,44001193,116992,21.89163293,920.9940373,2020-01-24 12:50:01,2020-01-25 02:00:34
PEPE,47089997,116991,17.44664214,737.6961638,2020-01-24 12:48:00,2020-01-25 02:00:16
UNI,47089997,116990,17.77708026,564.6229173,2020-01-24 12:45:43,2020-01-25 02:00:34
UNI,47089997,116989,17.44993762,536.2883213,2020-01-24 12:45:24,2020-01-25 02:00:34
AVAX,43093530,116988,17.4965418,1313.0236,2020-01-24 12:42:23,2020-01-25 02:00:39
XRP,46303554,116987,19.18421938,644.0031053,2020-01-24 12:41:58,2020-01-25 02:00:21
UNI,47109080,116986,17.93535601,578.3315543,2020-01-24 12:41:57,2020-01-25 02:00:34
PEPE,46640169,116985,17.44662655,643.525149,2020-01-24 12:41:22,2020-01-25 02:00:16
UNI,46303554,116984,17.78595048,565.3911886,2020-01-24 12:40:59,2020-01-25 02:00:34
PEPE,46303554,116983,17.44664859,776.6297703,2020-01-24 12:40:36,2020-01-25 02:00:16
BTC,46303554,116982,17.44832874,895.6864952,2020-01-24 12:39:10,2020-01-25 14:00:02
UNI,47261619,116981,17.70293176,558.2007406,2020-01-24 12:39:03,2020-01-25 02:00:34
PEPE,43590181,116979,17.44664204,737.0680273,2020-01-24 12:38:42,2020-01-25 02:00:16
UNI,42661959,116978,21.51680953,888.5296982,2020-01-24 12:38:37,2020-01-25 02:00:34
MATIC,43379183,116976,17.73901827,1283.309986,2020-01-24 12:27:14,2020-01-25 02:00:20
PEPE,42716428,116975,17.44835093,11059.0056,2020-01-24 12:19:46,2020-01-25 02:00:16
MATIC,47626266,116969,18.42660217,570.0768147,2020-01-24 12:01:38,2020-01-25 02:00:24
AVAX,47626266,116968,17.44849336,565.3269427,2020-01-24 12:01:30,2020-01-25 02:00:39
UNI,47626266,116965,18.44989594,622.8970722,2020-01-24 12:01:02,2020-01-25 02:00:34
UNI,45716176,116957,18.84967755,657.5231008,2020-01-24 11:56:29,2020-01-25 02:00:34
PEPE,47471086,116956,17.44743406,5520.962379,2020-01-24 11:55:31,2020-01-25 02:00:16
XRP,43342274,116954,23.44655073,908.9330123,2020-01-24 11:48:35,2020-01-25 02:00:21
UNI,46815507,116953,20.88532985,833.835752,2020-01-24 11:48:24,2020-01-25 02:00:34
BTC,45838701,116952,17.44997406,1239.756934,2020-01-24 11:47:44,2020-01-25 14:00:01
UNI,45685870,116951,18.32844212,612.3776699,2020-01-24 11:46:46,2020-01-25 02:00:34
SHIB,42624742,116949,17.44771763,536.0689847,2020-01-24 11:36:46,2020-01-25 02:00:22
AVAX,43356186,116947,17.48117682,1073.924443,2020-01-24 11:18:55,2020-01-25 02:00:39
UNI,43508948,116945,50.73531081,3419.213069,2020-01-24 11:16:40,2020-01-25 02:00:34
UNI,43508948,116944,47.4064406,3130.891762,2020-01-24 11:15:05,2020-01-25 02:00:34
PEPE,44180873,116939,17.44667045,908.665916,2020-01-24 11:07:31,2020-01-25 02:00:16
MATIC,47626266,116938,17.55788922,539.8694994,2020-01-24 11:03:04,2020-01-25 02:00:24
AVAX,47626266,116937,17.44772252,553.3317186,2020-01-24 11:02:55,2020-01-25 02:00:39
UNI,47626266,116936,17.57821996,547.3991577,2020-01-24 11:02:22,2020-01-25 02:00:34
PEPE,42715009,116932,17.44665868,837.602041,2020-01-24 11:01:12,2020-01-25 02:00:16
DOT,43590357,116931,23.01953432,999.6435755,2020-01-24 10:59:43,2020-01-25 02:00:21
BTC,46100145,116929,17.46398908,4170.589878,2020-01-24 10:57:41,2020-01-25 14:00:01
SUSHI,43790116,116927,17.44791455,543.93744,2020-01-24 10:55:09,2020-01-25 01:00:21
UNI,43790116,116926,21.24301121,864.8153788,2020-01-24 10:54:15,2020-01-25 02:00:33
BTC,43590251,116925,17.44674647,564.8004383,2020-01-24 10:49:42,2020-01-25 14:00:01
PEPE,43790116,116923,17.44689956,2292.510783,2020-01-24 10:49:19,2020-01-25 02:00:16
UNI,43590251,116924,17.78835487,565.5994385,2020-01-24 10:49:19,2020-01-25 02:00:33
BTC,46241512,116922,17.44694164,605.6136268,2020-01-24 10:44:21,2020-01-25 14:00:01
UNI,46332288,116920,17.61305226,550.4160653,2020-01-24 10:29:16,2020-01-25 02:00:33
UNI,47543773,116919,29.73013981,1599.905622,2020-01-24 10:12:15,2020-01-25 02:00:33
SHIB,43262509,116917,73.30254424,4010.860577,2020-01-24 10:02:48,2020-01-25 02:00:22
MATIC,47626266,116916,17.44670007,536.233397,2020-01-24 10:01:54,2020-01-25 02:00:20
MATIC,47626266,116915,17.44781413,536.0419142,2020-01-24 10:01:43,2020-01-25 02:00:24
AVAX,47626266,116914,17.44866259,567.9604829,2020-01-24 10:01:33,2020-01-25 02:00:38
SHIB,47626266,116912,17.6482292,548.5430348,2020-01-24 10:00:54,2020-01-25 02:00:22
XRP,46440841,116909,22.53011036,851.9706505,2020-01-24 09:59:23,2020-01-25 02:00:21
BTC,46480477,116907,17.44993762,1232.136268,2020-01-24 09:46:19,2020-01-25 14:00:01
UNI,46868217,116905,17.44662114,536.0010731,2020-01-24 09:43:55,2020-01-25 02:00:33
UNI,47695698,116904,17.61711348,550.7678173,2020-01-24 09:40:50,2020-01-25 02:00:33
UNI,43163313,116903,17.66532444,554.9434826,2020-01-24 09:40:37,2020-01-25 02:00:33
AVAX,45538006,116901,17.4632531,795.0078666,2020-01-24 09:14:41,2020-01-25 02:00:38
PEPE,46356310,116900,17.44708459,3410.128915,2020-01-24 09:14:04,2020-01-25 02:00:16
PEPE,42888586,116899,17.44662539,636.5340137,2020-01-24 09:14:03,2020-01-25 02:00:16
XRP,47609594,116898,27.43321937,1156.728799,2020-01-24 09:10:17,2020-01-25 02:00:21
MATIC,47626266,116895,17.45019666,545.1695993,2020-01-24 09:01:58,2020-01-25 02:00:19
MATIC,47626266,116893,17.5289417,538.8629218,2020-01-24 09:01:47,2020-01-25 02:00:23
AVAX,47626266,116892,17.45023306,592.3990148,2020-01-24 09:01:39,2020-01-25 02:00:38
SUSHI,47626266,116891,17.44910189,551.1548023,2020-01-24 09:01:22,2020-01-25 01:00:20
UNI,47626266,116889,18.00535762,584.3945584,2020-01-24 09:01:07,2020-01-25 02:00:33
PEPE,47626266,116887,17.44783178,7923.236308,2020-01-24 09:00:30,2020-01-25 02:00:15
UNI,47234612,116886,18.29253022,609.2672556,2020-01-24 08:56:29,2020-01-25 02:00:33
UNI,43314359,116883,18.43598901,621.6925595,2020-01-24 08:50:19,2020-01-25 02:00:33
PEPE,43243424,116882,17.44667533,938.1360547,2020-01-24 08:38:06,2020-01-25 02:00:15
DOT,43498781,116878,22.75972784,978.0287873,2020-01-24 08:33:08,2020-01-25 02:00:21
AVAX,43498781,116876,17.48274431,1098.316538,2020-01-24 08:31:44,2020-01-25 02:00:38
UNI,46752765,116875,17.72207759,559.8590065,2020-01-24 08:30:55,2020-01-25 02:00:33
BTC,43498781,116874,17.44925551,1089.492955,2020-01-24 08:30:33,2020-01-25 14:00:01
AVAX,46752765,116873,17.45167588,614.8511055,2020-01-24 08:28:45,2020-01-25 02:00:38
MATIC,47717398,116871,17.46467341,582.1677849,2020-01-24 08:27:18,2020-01-25 02:00:19
BTC,47717398,116870,17.44664893,544.4031444,2020-01-24 08:26:14,2020-01-25 14:00:01
UNI,47717398,116869,17.8374635,569.8528524,2020-01-24 08:25:59,2020-01-25 02:00:33
PEPE,47717398,116868,17.44666206,858.0078319,2020-01-24 08:24:47,2020-01-25 02:00:15
SUSHI,47626266,116861,17.44660877,536.0001214,2020-01-24 08:01:14,2020-01-25 01:00:20
PEPE,45610691,116851,17.44661208,556.1068027,2020-01-24 07:44:32,2020-01-25 02:00:15
SHIB,47746467,116850,84.03811949,4678.732789,2020-01-24 07:40:31,2020-01-25 02:00:22
XRP,43304963,116849,98.20591259,5555.683618,2020-01-24 07:36:33,2020-01-25 02:00:21
EUROC,47826032,116843,17.79614012,558.5562597,2020-01-24 07:17:17,2020-01-25 02:00:31
BTC,42704358,116842,17.44660877,536.0037522,2020-01-24 07:16:29,2020-01-25 14:00:01
BTC,46760171,116841,17.4467041,555.9391944,2020-01-24 07:14:10,2020-01-25 14:00:01
XRP,46760171,116840,17.80563026,558.3153783,2020-01-24 07:13:59,2020-01-25 02:00:21
AVAX,43819081,116839,17.51596254,1615.235705,2020-01-24 07:12:05,2020-01-25 02:00:38
MATIC,43864876,116835,17.44993762,544.5075818,2020-01-24 07:04:16,2020-01-25 02:00:19
AVAX,43864876,116831,17.44827319,561.9007867,2020-01-24 07:02:55,2020-01-25 02:00:38
BTC,43456714,116830,17.44761903,747.2702429,2020-01-24 07:01:42,2020-01-25 14:00:01
SHIB,43611789,116822,47.03360714,2376.640451,2020-01-24 06:39:44,2020-01-25 02:00:21
UNI,47543773,116820,29.73013981,1599.905622,2020-01-24 06:22:04,2020-01-25 02:00:32
SUSHI,43846734,116819,17.45341494,577.3721708,2020-01-24 06:14:56,2020-01-25 01:00:20
AVAX,44583247,116814,17.49436619,1279.168188,2020-01-24 04:48:58,2020-01-25 02:00:38
MATIC,46735914,116812,18.36451785,567.917988,2020-01-24 04:20:34,2020-01-25 02:00:23
AVAX,46735914,116811,17.45366212,645.7597124,2020-01-24 04:20:12,2020-01-25 02:00:38
BTC,46735914,116810,17.44999725,1244.605628,2020-01-24 04:19:19,2020-01-25 14:00:01
AVAX,47626266,116808,17.44670609,537.514678,2020-01-24 04:04:45,2020-01-25 02:00:37
UNI,47626266,116807,17.51366019,541.8074831,2020-01-24 04:04:01,2020-01-25 02:00:32
PEPE,47626266,116806,17.44660886,536.6790067,2020-01-24 04:03:13,2020-01-25 02:00:15
SUSHI,43782450,116804,17.44824466,545.9440733,2020-01-24 03:10:29,2020-01-25 01:00:20
UNI,47626266,116800,17.44661063,536.0001629,2020-01-24 03:01:54,2020-01-25 02:00:32
XRP,47626266,116799,17.44660982,536.0000662,2020-01-24 03:00:58,2020-01-25 02:00:20
UNI,42784561,116797,20.77547896,824.3213069,2020-01-24 02:50:33,2020-01-25 02:00:32
UNI,46031639,116794,18.77815683,651.3285228,2020-01-24 02:08:03,2020-01-25 02:00:32
PEPE,47626266,116789,17.44660875,536.0189004,2020-01-24 02:00:27,2020-01-25 02:00:15
BTC,46761993,116788,17.44677892,571.586667,2020-01-24 01:50:43,2020-01-25 14:00:01
AVAX,46761993,116787,17.45235299,625.3878501,2020-01-24 01:50:25,2020-01-25 02:00:37
UNI,46761993,116786,23.41915247,1053.296111,2020-01-24 01:50:10,2020-01-25 02:00:32
MATIC,46761993,116785,18.15861337,560.7581759,2020-01-24 01:49:30,2020-01-25 02:00:23
UNI,47118795,116780,17.7818018,565.031861,2020-01-24 01:18:46,2020-01-25 02:00:32
MATIC,43864876,116777,17.77949577,547.5753117,2020-01-24 01:11:22,2020-01-25 02:00:23
UNI,43864876,116776,18.11238279,593.6642614,2020-01-24 01:08:56,2020-01-25 02:00:31
UNI,46675665,116774,19.48720619,712.7409611,2020-01-24 01:06:24,2020-01-25 02:00:31
PEPE,42602899,116766,17.45333671,41173.75767,2020-01-24 00:51:55,2020-01-25 02:00:14
UNI,43570746,116765,42.16657082,2677.054271,2020-01-24 00:48:56,2020-01-25 02:00:31
BTC,43461710,116764,17.48072998,7671.462227,2020-01-24 00:48:05,2020-01-25 14:00:01
PEPE,46627998,116755,17.44663025,665.867225,2020-01-24 00:10:09,2020-01-25 02:00:14
MATIC,47626266,116752,17.44661636,536.0194398,2020-01-24 00:02:00,2020-01-25 02:00:19
PEPE,47747661,116748,17.44665244,802.9591695,2020-01-23 23:52:31,2020-01-25 02:00:14
SUSHI,47652570,116745,17.45167227,567.6411461,2020-01-23 23:44:06,2020-01-25 01:00:20
PEPE,47652570,116744,17.44678055,1585.873094,2020-01-23 23:43:41,2020-01-25 02:00:14
AVAX,46198029,116743,17.44977547,586.8005114,2020-01-23 23:31:24,2020-01-25 02:00:37
BTC,46222014,116742,17.44927185,1100.21431,2020-01-23 23:22:16,2020-01-25 14:00:01
SUSHI,46118293,116740,17.64668789,1786.263652,2020-01-23 23:10:42,2020-01-25 01:00:20
UNI,44992099,116738,20.36061787,812.3258846,2020-01-23 23:08:59,2020-01-25 02:00:31
SHIB,43771685,116737,18.05075076,573.6030328,2020-01-23 23:04:40,2020-01-25 02:00:21
MATIC,47626266,116735,17.72539497,545.4511476,2020-01-23 23:01:51,2020-01-25 02:00:23
PEPE,44496579,116732,17.44662539,637.7121379,2020-01-23 23:01:12,2020-01-25 02:00:14
UNI,47626266,116731,17.64793716,555.0913094,2020-01-23 23:01:05,2020-01-25 02:00:31
XRP,47626266,116729,23.01147841,881.8767355,2020-01-23 23:00:52,2020-01-24 02:00:30
PEPE,44496579,116726,17.44669197,1044.560689,2020-01-23 23:00:28,2020-01-25 02:00:14
BTC,46441183,116724,17.45001548,1257.764103,2020-01-23 22:58:53,2020-01-25 10:00:06
BTC,42779853,116722,17.44661327,536.9579019,2020-01-23 22:55:46,2020-01-25 10:00:06
USDC,46172173,116712,17.62351898,725.3680392,2020-01-23 22:19:22,2020-01-25 10:00:10
PEPE,46172173,116711,17.44686905,2126.665953,2020-01-23 22:18:29,2020-01-24 01:00:38
BTC,46172173,116710,17.45554538,2429.349695,2020-01-23 22:17:56,2020-01-25 10:00:06
UNI,47469586,116708,18.33697766,620.4307504,2020-01-23 22:07:07,2020-01-25 10:00:19
PEPE,46900609,116707,17.44661847,595.4055844,2020-01-23 22:06:45,2020-01-24 01:00:38
UNI,43655631,116696,17.7861392,568.1965537,2020-01-23 21:56:01,2020-01-25 10:00:19
BTC,46931938,116695,17.45996337,3365.364323,2020-01-23 21:49:30,2020-01-25 10:00:06
XRP,46125569,116692,38.39762349,1838.181188,2020-01-23 21:36:17,2020-01-24 02:00:30
BTC,46505022,116690,17.44678327,572.9754815,2020-01-23 21:34:34,2020-01-25 10:00:06
USDC,46843404,116686,17.60574609,706.3436063,2020-01-23 21:33:40,2020-01-25 10:00:10
SUSHI,46843404,116685,17.52852367,1047.873677,2020-01-23 21:33:03,2020-01-24 02:00:19
PEPE,43497430,116683,17.44668531,1003.875834,2020-01-23 21:25:57,2020-01-24 01:00:38
UNI,46505022,116681,17.77283803,566.9352479,2020-01-23 21:22:34,2020-01-25 10:00:19
UNI,46896002,116680,17.46991084,538.2096606,2020-01-23 21:22:07,2020-01-25 10:00:19
PEPE,43359876,116679,17.44694164,2570.242757,2020-01-23 21:18:08,2020-01-24 01:00:38
UNI,44977186,116678,19.11104385,693.8328974,2020-01-23 21:14:42,2020-01-25 10:00:19
UNI,47300298,116676,18.58995691,644.4199395,2020-01-23 21:11:09,2020-01-25 10:00:19
UNI,46992342,116674,34.58023077,2160.72493,2020-01-23 21:06:15,2020-01-25 10:00:19
DOT,46418586,116672,17.84489083,567.2066641,2020-01-23 21:02:32,2020-01-24 02:00:17
PEPE,46994904,116671,17.44670552,1127.342978,2020-01-23 21:02:02,2020-01-24 01:00:38
MATIC,47626266,116669,17.44667366,536.0022006,2020-01-23 21:01:43,2020-01-24 02:00:17
PEPE,47626266,116664,17.44667055,913.6640843,2020-01-23 21:00:27,2020-01-24 01:00:38
SUSHI,43603848,116660,17.44999549,557.1632173,2020-01-23 20:53:06,2020-01-24 02:00:19
PEPE,47964535,116659,17.44661041,546.1720275,2020-01-23 20:51:58,2020-01-24 01:00:38
UNI,46994904,116658,27.450759,1484.66061,2020-01-23 20:50:59,2020-01-25 10:00:19
PEPE,45844054,116654,17.44665428,814.2144312,2020-01-23 20:50:12,2020-01-24 01:00:37
XRP,43109311,116653,25.76878427,1053.253247,2020-01-23 20:49:45,2020-01-24 02:00:30
UNI,47321523,116651,17.52323332,543.2660559,2020-01-23 20:48:54,2020-01-25 10:00:19
UNI,46607166,116648,18.01496147,589.8950164,2020-01-23 20:45:36,2020-01-25 10:00:19
PEPE,45412472,116647,17.44671107,1161.284522,2020-01-23 20:43:14,2020-01-24 01:00:37
PEPE,47111689,116640,17.44664204,739.4242757,2020-01-23 20:28:04,2020-01-24 01:00:37
PEPE,42592717,116636,17.44666039,851.5875392,2020-01-23 20:18:18,2020-01-24 01:00:37
UNI,42592717,116634,18.43863053,630.0701572,2020-01-23 20:12:11,2020-01-25 10:00:18
PEPE,46448583,116633,17.44660942,540.0684855,2020-01-23 20:09:20,2020-01-24 01:00:37
DOT,47250125,116632,18.11324183,588.2328151,2020-01-23 20:06:50,2020-01-24 02:00:17
USDC,46288156,116631,17.784046,897.1991866,2020-01-23 20:05:33,2020-01-25 10:00:10
MATIC,47626266,116626,18.53704576,572.9669673,2020-01-23 20:01:46,2020-01-24 02:00:16
SUSHI,47626266,116624,17.46213804,633.0401106,2020-01-23 20:01:21,2020-01-24 02:00:19
UNI,47626266,116621,19.31650638,713.3162322,2020-01-23 20:01:04,2020-01-25 10:00:18
PEPE,47626266,116620,17.44667836,961.3923016,2020-01-23 20:00:32,2020-01-24 01:00:37
PEPE,47919796,116616,17.44669198,1044.622327,2020-01-23 19:49:19,2020-01-24 01:00:37
UNI,45592799,116615,20.77642826,851.7558139,2020-01-23 19:43:30,2020-01-25 10:00:18
PEPE,43243839,116612,17.44993762,20878.42757,2020-01-23 19:33:21,2020-01-24 01:00:37
PEPE,43706939,116608,17.44661041,546.1712138,2020-01-23 19:27:44,2020-01-24 01:00:37
USDC,43342333,116606,19.17762126,2388.908397,2020-01-23 19:25:27,2020-01-25 10:00:10
SUSHI,43757906,116604,17.44827319,546.400798,2020-01-23 19:19:49,2020-01-24 02:00:19
PEPE,46780150,116603,17.44693137,2507.522171,2020-01-23 19:18:21,2020-01-24 01:00:37
BTC,45463146,116600,17.447371,697.4925865,2020-01-23 19:14:12,2020-01-25 10:00:05
PEPE,45463146,116599,17.44664237,741.42475,2020-01-23 19:13:57,2020-01-24 01:00:36
UNI,42691424,116596,69.04409694,5428.819821,2020-01-23 19:04:41,2020-01-25 10:00:18
UNI,47626266,116592,18.73338619,658.0208655,2020-01-23 19:01:02,2020-01-25 10:00:18
UNI,46779323,116586,26.10441806,1356.991534,2020-01-23 18:52:34,2020-01-25 10:00:18
SUSHI,42691424,116585,17.49987067,868.8255345,2020-01-23 18:52:22,2020-01-24 02:00:19
USDC,42691424,116583,17.74620707,856.6956841,2020-01-23 18:43:28,2020-01-25 10:00:10
UNI,46460027,116580,18.13472277,601.2515855,2020-01-23 18:38:20,2020-01-25 10:00:17
UNI,46167091,116576,18.86247678,670.2621003,2020-01-23 18:27:17,2020-01-25 10:00:17
XRP,47096801,116575,17.81649417,558.9897137,2020-01-23 18:26:24,2020-01-24 02:00:30
UNI,43163313,116571,18.06850135,594.9720269,2020-01-23 18:09:17,2020-01-25 10:00:17
PEPE,43185694,116565,17.44661089,549.0608556,2020-01-23 17:57:50,2020-01-24 01:00:36
